X	Y
46,425775962336004	21,436315776804477
65,17966723624629	34,66641284189348
49,669350179989294	31,29715555279661
64,40053011031777	48,41045639427755
57,28976493990402	50,46585407695977
59,49639465134479	34,638786313260155
53,439216791186254	50,99995308962944
52,7421610449897	51,48257865590054
52,23692461224728	37,67564897239352
76,90985683554109	45,13001297056182
67,8253638362238	40,20972372649433
74,46814876491126	35,74317945787024
74,89992123689484	38,85706592044582
66,00246996240405	27,72547441049474
62,600125481680564	39,299769948117415
72,62998842228916	28,528464867566754
71,28771770898997	36,90992680105872
62,2238565016454	36,71641490013868
73,81414054808116	52,44658683311121
73,16920728365008	28,23169995287165
65,05410790121347	52,86545691682184
89,60925558531993	44,0321221689767
62,55655853754736	42,948041467681605
87,87928971393254	57,79121533028625
70,68331661690787	56,85781126040551
73,20233037066922	35,567848695663685
66,72608159962711	38,98978388847647
72,15681707800233	55,32173245925733
77,19862273874473	46,588020122537436
74,75745871093258	52,938146161663184
72,91724573234141	32,81256371670242
90,58692094999051	61,01017268677728
88,60188927040254	58,546880656514304
100,07351661829217	50,846009531390465
84,32010681009413	35,984048844426695
91,89736979004971	54,197363972939044
77,98137964712437	43,12524843071617
96,02906309056277	44,53542491951379
93,67109104600678	40,272186273909185
101,87494035448125	42,842450708532645
85,77767545207283	58,487117376032344
96,65810982522096	48,43702612080715
104,30348031661434	45,00178748356837
106,68108229430545	59,795045940267144
108,684177732887	46,1225358361002
85,9873929948692	60,73500007008923
92,20105199112098	60,0982951553069
94,4164973215302	68,57646015701224
93,90265654744955	64,8636789684898
111,82140020608311	49,41453508100123
