X	Y
43,5986118086813	24,229468880029703
45,51972975443677	23,220230229030822
45,56937742729974	26,43978020812623
46,316273000273235	25,541936221543626
46,45056156582511	24,922905116018313
46,88173476056576	26,097861002959473
46,20207353832929	27,48236837704025
52,63658469126651	23,050577536055894
49,16968207780296	27,499144295862855
49,793745555494986	28,105431913474824
51,90192757319705	25,209810662917295
53,93041641669801	28,146004494071555
53,27471884219987	30,20034432856564
53,34784534789232	26,026700297110064
58,183362476147586	28,07873760863436
60,39765949407109	31,399157139233402
58,40760947970219	30,739462681930156
62,62822639642518	28,53753597224923
63,605943639231526	31,77918259479496
62,01883650793013	31,45876877949663
64,88504423812509	30,387884809327517
66,33003348663806	30,512018187050373
65,78790291394283	32,11915788790313
66,7680320711633	29,370507444754843
69,61586027456954	35,292371213515715
68,09370082342306	32,58322577766259
71,68786797927531	35,44924811989874
69,29822557828025	31,338218849500315
68,04432646902522	31,568757538477257
73,1099114460495	31,85471080873721
75,68436320470178	35,03609354397895
71,09427307947833	33,085917427829244
74,64103017957137	34,957168727274286
78,46830525169473	35,29051678047367
76,40134153792509	36,66088029699124
78,61746163434718	34,08201643783729
81,65332957045825	38,68355480453971
82,7609038435048	39,61638542034045
82,00135863525003	37,92528016555834
80,96260122799819	40,058905025141165
85,51475878959975	37,28817723164009
82,14967297620785	39,100987745481746
86,82153958516628	42,457960419877374
88,8832808938601	41,00395974708574
85,38650203897473	42,74545133685529
87,3897091397432	42,31389252427143
87,02715077127566	43,712188682139995
88,47970589954724	44,55721181022667
89,55072830463529	44,030792685873344
91,95402618108386	41,65153943343306
